overall,reviewText
4.0,No issues.
4.0,it works as expected. I should have sprung for the higher capacity.  I think its made a bit cheesier than the earlier versions; the paint looks not as clean as before
4.0,The memory card is an excellent condition and work as described. Dependable and easy to use. An excellent choice for the enthusiast who requires more storage.
4.0,"more like 8mb/s in my Note 10.1 and that's using SanDisk's own app. A bit faster in my Note II, but still a disappointment for devices with quad core processors. Not sure if it's the card or the device, so benefit of the doubt and four stars."
4.0,"everything about it was great, except for the adapter.  It was to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one was fine."
4.0,"Used in my phone it's plenty fast and works just like it should. Unexpectedly comes with mini and full SD card size adapters, which is nice. &#34;Fool-proof&#34; packaging or whatever it was, that was laughable. Packaging was decent it just shouldn't have bragged about being impossible to mess up when I messed it up."
4.0,"I bought this SD card for my android phone thinking that a class 10 will be faster and more reliable than others. it turns out, the difference in class doesn't really matter at least for Android phones. didn't really worth the price difference"
4.0,good card. work as describes. haven't had any issue with it or going pass metal detectors. no lost files or missing files.
4.0,"I got this because I just couldn't pass up the deal, $17.99. It has been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping was fast and the packaging was easy to open which is always great in my book. Only issue I had was I had to format it on my computer first before my phone was able to recognize it."
4.0,"I got this memory card for my Samsung Galaxy S3. I was running out of room on my Sandisk 32gb Class 4 micro sd card. I also wanted a faster and more durable card. I was hopping to put lots of media on it. In addition to nandroid backups and custom roms. I later found out that since this card is formatted in ex-fat it would not work to make nandroid backups or flash custom roms. Most custom recovery and custom roms dont work with ex-fat. So my only choice was to format the card to fat 32, which meant I couldn't put any files larger than 4gb on it. Besides that this card is great and very reasonable price of $50. If your some one who doesn't root their phone or put custom roms, nandroid backups or put files larger than 4gb than this will not affect you. This memory card is fast and provides the most storage you can put on your mobile device at this time. The card is also water proof, shock proof and comes with lifetime warranty. Ive never had any issues with sandisk memory cards or usb flash drives. They last a really long time."
4.0,"I bought two of these one for Asus infinity and one for Samsung galaxy s3 international version. It worked fine with my Asus but it didn't work on my phone. I formatted this card using the phone,the tablet and my laptop  but didn't work I did some tests with apps using some apps nothing showed its not working the only way I got it to work is by formatting it in my Canon SLR camera."
4.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.
4.0,"I bought this for my son's tablet for cartoon videos, movies and &#34;all&#34; games he will be downloading (He's under 5 yrs so they'll be small simple games)."
4.0,So far so good. I bought a samsung micro sd card from bestbuy and it somehow erasedeverything. So this is my second one. Hopefully it keeps all of my stuff
4.0,still have 26 gb left came in HARD CASE  FORE PROTECTION
4.0,"Cannot go wrong with SanDisk and to date it works as advertised. The price wasn't a great cost savings but because it came from Amazon which has a great reputation to date as far as I am concerned, I purchased through them."
4.0,No problem with storage and speed. I only had some difficulties to insert it in my card Kingston reader: http://www.amazon.com/Kingston-Flash-Memory-Reader-FCR-HS219/dp/B00109Y2DQ/ref=sr_1_1?ie=UTF8&qid=1356544341&sr=8-1&keywords=card+reader I believ due to a sticker covering something in one of the sides. Other microSD do not have this kind of problem with that reader.
4.0,Replaced one that crapped out in my tablet - taking most of my apps and a few hours of my time with it.
4.0,"I use this for a Raspberry Pi, in the SD adapter, and it works so far.Also appeared to be the genuine part, although the prolific Sandisk counterfeiters have gotten really sneaky in recent years.I like getting MicroSDHC cards because they can be adapted to different device sizes.  For example, let's say I buy a used phone or e-reader that needs a memory card, and I'm not using my Pi -- I can just take the Pi's card, take it out of the adapter, and put it in the other device, rather than pay more money and wait a week for delivery of a new one."
4.0,"This Micro SD card is perfect for any smartphone user looking to expand the storage on their device. I personally am using one in my Samsung Galaxy Note 3. Works like a charm. It is adequately fast, cheap, and fairly reliable. If you are looking for extremely fast speeds however, you should consider the SanDisk Extreme series which are the fastest MicroSD cards in the world. My card came with an adapter that this card plugs into and it becomes a full sized SD card. If you are looking to use this in a camera or any other device that uses SD cards, please look elsewhere. These cards are not nearly as fast as the full sized SD cards used in cameras. The adapter should only be used for transporting data from the phone or other device, to a computer. All in all, these are a great buy for any smartphone user looking for a higher storage capacity. The price fluctuates often, so catch em while there cheep! I got mine for around $30."
4.0,"It is a memory card, fast as any other class10 card, and SanDisk units rarely lose data.  I wish these guys would keep their marketing on the backside leaving some white space on top so we could write things.  The cheapo-brands do this but not the big guys - idiots."
4.0,Arrived quickly and in perfect condition.  It works well with my camera using its standard size adapter and then is readable by my Note 8.  Seems quick enough for my Canon G12.  I would recommend this.
4.0,Bought this for my new Samsung Galaxy S4.  It worked right away with no troubles.  Only time will tell. :)
4.0,"Bought this memory card as a spare for my Samsung Tab 2 10.1.  It works great, and allows me to bring extra movies, songs, and audiobooks with me to play on the tablet when I travel on vacations."
4.0,Bought this to use in my 8 inch Onda tablet.  No problems or issues installing or using.  Have about three months.  Would recommend to others.
4.0,Initially when I inserted the card into the Samsung Galaxy S3 it recognized it but it wasn't able to format it correctly. After doing some research I found a free program EaseUS Partition Master [...] that will format the card into FAT 32 since Windows no longer allows you to do it by default. After formatting it into fat 32 the phone recognized the card and it works great now. I hope this helps anyone else that might run into this problem.
4.0,"In some situations, depending on what hardware you intend to use this card in you'll need to format it in a special way using a formatting utility that doesn't come native to windows.  Also, the card gets extremely hot under heavy load."
4.0,"Is very stable and when i use this product in my samsung galaxy 7, sometimes the tablet don't recongnize the memory but the problem is maybe the tablet not the memory i think"
4.0,"Not as fast as advertised most of the time, actually slowed down my Note 3 when I filled it with movies leaving only about 8gb free, switched to a faster card due to that, but it could also be the phones fault. All in all it's a good card with good speed and size for the money."
4.0,"Product works as advertised. No issues with install or general use in my mobile phone. It doesn't seem particularly snappy, but that may be more the phone than anything else."
4.0,"Quick little puppy, SanDisk makes nice quality stuff with one exception.The adapter that came with it to let it work in the bigger slot failed horribly after 4 days.Adapters, psh!But my Transformer likes it, treats it like a child and it fits very snugly into the latching system (a recent store bought one wiggles?!?)"
4.0,"Replaced a smaller and slower micro SD card in my phone. I've had other brands corrupt and die in the past. I've grown to only trust SanDisk.It is faster than most other micro-SD cards, the price was right at $27."
4.0,"The card looks good, works fine, I didn't do too much test with it.My only complaint until now is the package, there's a line marked on the back for you to cut, I cut along the line, and nothing happened, no opening at all, all cardboard glued tightly. so I cut near the card, only to found I cut the supposed plastic card case/storage shell, now I took it out, and no storage case to store. Not a functional problem, but annoying."
4.0,The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.
4.0,"This works on my phone and is amazing, however it seems to transfer pretty slowly.  I move a lot of music and movies on and off my phone so it can be annoying.  I'm not sure if my phone or this card is the weak link though.  I have Note 2.Anyways, it was cheap and it works, that is all that matters.  Buy it!!!"
4.0,Would not work in my Samsung Galaxt Tab 2 7.0 3G that I purchased it for.  But it does work fine in my Asus TF700. So I swapped the cards between them and everythings's OK.  First time I've seen this with a Sandisk product.
4.0,Great card for a great price read and write speeds are on par with what is posted on the specifications detail report.
4.0,"Be aware--if you want to use this device to record and play high-definition video with files greater than 4gb, you'll need to format the card as exFAT or NTFS (if you want to play the files on either a PC or a Mac. But it works well after properly formatting."
4.0,"When I placed this in my Galaxy S4 phone it read it right away at 29.7 GB. Which is expected to loose a few GB. I transferred file from my old card and it was done fast. Although I didn't have large files to start with. I had been looking for a large card and this one fits the bill. The other reviews helped sway my choice. I would recommend this card, so far no issues."
4.0,"I got this card for my phone. I was expecting a significant increase in speed. I have not really noticed any great speed improvements. The card is working great with no problems. Just get a slower card for your phone, you won't notice the difference."
4.0,"I really like the performance.  Since I put it into a USB 3.0 adapter, I get about 27MB/s actual measured throughput."
4.0,"I just bought two of these for our two new Samsung Galaxy IV smart phones.  The adapters will make it possible for the card readers on our computers to accept these MicroSD cards if we find it worthwhile to pull them out of the phone case rather than use the USB &#34;dongle&#34; to move information on and off the phones, but.. most importantly, now I don't worry about storing audio books, favorite playlists, and video clips I might want to show someone on the phones."
4.0,"I bought this as a gift for a co worker he went from 512 megs to 32 gigs what a difference. Although it will take him a while to fill it up, he still enjoys it compared to his old one."
4.0,"I have a GoPro 3 camera with which the cards (64Gb and 32Gb editions) work perfect.Formatting went perfect, movie recording and picture taking without any problem for the last 6 months now.However, I tried to use it in a Contour+ and the Contour GPS and both cameras are unable to use the cards, I presume these cards do not fit the Contour specifications (unable to format, no way to record on the card).So make sure the card is compatible for its intended use."
4.0,I have bought it for around 6 months. It works good so far & both read / write speed meet the described specification.
4.0,Works well. Beware some of these SD cards are not what they say they are. This one is in my Nokia phone. Loaded maps and songs on it. No problem.
